,incident_type,Incident_Year,Reported_Month,Region_of_Origin,Region_of_Incident,Number_of_Dead,Minimum_Estimated_Number_of_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Migration_Route,UNSD_Geographical_Grouping
9370,Incident,2021,June,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9371,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9372,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9373,Incident,2021,June,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9374,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9375,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9376,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9377,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9378,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9379,Incident,2021,June,South America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9380,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9381,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9382,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9383,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9384,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9385,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9386,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9387,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9388,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9389,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9390,Incident,2021,June,South America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9391,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9392,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9393,Incident,2021,June,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9394,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9395,Incident,2021,June,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9396,Incident,2021,June,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9397,Incident,2021,June,Central America,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9398,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,0,0,1,US-Mexico border crossing,Northern America
9399,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9400,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9401,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9402,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9403,Incident,2021,July,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9404,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9405,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9406,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9407,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9408,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9409,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9410,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9411,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9412,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9413,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9414,Incident,2021,July,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9415,Incident,2021,July,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9416,Incident,2021,July,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9417,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9418,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9419,Incident,2021,August,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9420,Incident,2021,August,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9421,Incident,2021,August,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9422,Incident,2021,August,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9423,Incident,2021,August,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9424,Incident,2021,August,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9425,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9426,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9427,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9428,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9429,Incident,2021,August,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9430,Incident,2021,August,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9431,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9432,Incident,2021,August,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9433,Incident,2021,September,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9434,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9435,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9436,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9437,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9438,Incident,2021,September,Central America,North America,1,0,0,0,1,1,1,US-Mexico border crossing,Northern America
9439,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9440,Incident,2021,September,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9441,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9442,Incident,2021,September,Central America,North America,1,0,0,0,1,1,1,US-Mexico border crossing,Northern America
9443,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9444,Incident,2021,September,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9445,Incident,2021,September,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9446,Incident,2021,September,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9447,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9448,Incident,2021,September,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9449,Incident,2021,September,Central America,North America,1,0,0,1,0,0,1,US-Mexico border crossing,Northern America
9450,Incident,2021,September,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9451,Incident,2021,September,Central America,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9452,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9453,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9454,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9455,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9456,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9457,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9458,Incident,2021,September,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9459,Incident,2021,November,Other / Unknown,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
9460,Incident,2021,November,Western / Southern Asia,Mediterranean,2,1,7,0,2,0,1,Mediterranean Region,Uncategorized
9461,Incident,2021,November,Other / Unknown,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9462,Cumulative Incident,2021,November,Latin America / Caribbean,North America,12,0,0,0,0,0,0,US-Mexico border crossing,Northern America
9463,Incident,2021,November,Northern Africa,Mediterranean,4,3,3,2,1,0,1,Mediterranean Region,Uncategorized
9464,Incident,2021,November,Other / Unknown,Europe,1,2,2,0,1,0,1,EU Boarder,Uncategorized
9465,Incident,2021,November,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
9466,Incident,2021,November,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
9467,Incident,2021,November,Central America,Central America,1,0,0,0,0,1,1,Other Routes,Central America
9468,Incident,2021,November,Caribbean,Central America,1,0,0,0,1,0,0,US-Mexico border crossing,Central America
9472,Incident,2021,November,Sub-Saharan Africa,Europe,1,0,0,0,1,0,1,Other Routes,Europe
9473,Incident,2021,November,Southern Asia,Europe,3,0,19,0,3,3,0,Western Balkans,Europe
9474,Incident,2021,November,Western / Southern Asia,Europe,1,0,0,0,1,1,1,EU Boarder,Europe
9475,Incident,2021,November,Western / Southern Asia,Europe,1,0,0,0,1,0,1,EU Boarder,Europe
9476,Split Incident,2021,November,Northern Africa,Africa,9,0,54,0,9,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9477,Split Incident,2021,November,Western Africa,Mediterranean,10,0,99,0,10,5,0,Mediterranean Region,Uncategorized
9478,Incident,2021,November,Northern Africa,Africa,2,0,42,0,2,0,0,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9479,Incident,2021,October,Western / Southern Asia,Europe,1,0,0,0,1,0,1,EU Boarder,Europe
9480,Incident,2021,November,Western / Southern Asia,Mediterranean,1,0,9,1,0,0,1,Mediterranean Region,Uncategorized
9481,Incident,2021,August,Southern Asia,Asia,3,0,9,0,0,0,0,Afghanistan to Iran,Asia
9483,Incident,2021,November,Western / Southern Asia,Europe,1,0,0,0,1,1,1,EU Boarder,Europe
9484,Incident,2021,November,Sub-Saharan Africa,Mediterranean,12,65,15,0,6,0,1,Mediterranean Region,Uncategorized
9485,Incident,2021,November,Western / Southern Asia,Europe,1,0,0,1,0,0,0,EU Boarder,Europe
9486,Incident,2021,November,Eastern Africa,Africa,1,0,0,0,1,0,0,Horn of Africa to Yemen crossing,Africa
9487,Incident,2021,November,Sub-Saharan Africa,Africa,1,0,0,0,0,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9488,Incident,2021,November,Eastern Africa,Africa,14,0,20,7,0,4,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9489,Incident,2021,November,Other / Unknown,Mediterranean,1,0,60,0,1,0,1,Mediterranean Region,Uncategorized
9490,Incident,2021,November,Northern Africa,Africa,2,0,38,0,2,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9491,Split Incident,2021,November,Western / Southern Asia,Europe,27,0,2,7,18,2,1,EU Boarder,Uncategorized
9493,Incident,2021,November,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
9494,Incident,2021,November,Central America,North America,1,0,0,0,0,1,0,US-Mexico border crossing,Northern America
9495,Incident,2021,November,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9498,Incident,2021,November,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
9499,Incident,2021,November,Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
9500,Incident,2021,November,Central America,North America,1,0,0,1,0,0,0,US-Mexico border crossing,Northern America
9501,Split Incident,2021,November,Latin America / Caribbean,North America,2,0,0,0,2,0,0,US-Mexico border crossing,Northern America
9504,Incident,2021,November,Latin America / Caribbean,Central America,1,0,0,0,1,0,0,US-Mexico border crossing,Central America
9505,Incident,2021,November,Western / Southern Asia,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
9506,Incident,2021,November,Other / Unknown,Africa,2,0,56,1,1,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9507,Incident,2021,November,Northern Africa,Africa,2,4,35,0,2,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9508,Incident,2021,November,Other / Unknown,Africa,2,0,55,1,1,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9509,Incident,2021,November,Central America,North America,1,0,1,0,1,1,1,US-Mexico border crossing,Northern America
9510,Incident,2021,November,Northern Africa,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
9511,Incident,2021,November,Other / Unknown,Europe,1,0,0,0,1,0,0,EU Boarder,Europe
9512,Incident,2021,November,Other / Unknown,Europe,1,0,0,0,1,0,0,EU Boarder,Europe
9515,Incident,2021,November,Northern Africa,Europe,1,0,0,0,1,0,0,Other Routes,Europe
9516,Incident,2021,August,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
9517,Incident,2021,November,Northern Africa,Mediterranean,2,0,0,0,2,1,1,Mediterranean Region,Uncategorized
9518,Incident,2021,October,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
9519,Incident,2021,December,Other / Unknown,Africa,1,0,283,0,0,1,0,Western Africa / Atlantic route to the Canary Islands,Uncategorized
9520,Incident,2021,December,Western / Southern Asia,Mediterranean,2,0,3,1,1,0,1,Mediterranean Region,Uncategorized
9521,Incident,2021,November,Caribbean,Caribbean,8,0,23,6,2,0,1,Other Routes,Caribbean
9522,Incident,2021,November,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
9523,Incident,2021,November,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9524,Incident,2021,December,Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
9525,Incident,2021,December,Other / Unknown,Mediterranean,1,0,0,1,0,0,1,Mediterranean Region,Uncategorized
9526,Incident,2021,December,Other / Unknown,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
9527,Incident,2021,December,Western / Southern Asia,Europe,1,0,6,1,0,0,1,EU Boarder,Europe
